4.223942855921486057e+02,2.066109425159557986e+02
4.232562408769157969e+02,2.065768489986780878e+02
4.249612774565583777e+02,2.071982899726677942e+02
4.231907499007157298e+02,2.079534615458241262e+02
4.223942855921486057e+02,2.066109425159557986e+02
4.215709499824147883e+02,2.059576945650367463e+02
4.207527466916283174e+02,2.053056853454387181e+02
4.215049757731571844e+02,2.073306966078821176e+02
4.215049757731571844e+02,2.073306966078821176e+02
4.223942855921486057e+02,2.066109425159557986e+02
4.215049757731571844e+02,2.073306966078821176e+02
4.223614160177054373e+02,2.072983332489642976e+02
4.198708032595058626e+02,2.060258024181759424e+02
4.198381932385210007e+02,2.067102320688290717e+02
4.189957569178083077e+02,2.067423619134249009e+02
4.189957569178083077e+02,2.067423619134249009e+02
4.173247078613314898e+02,2.068052236928186005e+02
4.165266676744961387e+02,2.061561461459844509e+02
4.132235986862959862e+02,2.069546005117634877e+02
4.132826916594627278e+02,2.056029821421794281e+02
4.117309333622480949e+02,2.043138506523154660e+02
4.116996729963669281e+02,2.049892375100849904e+02
4.141269352539807187e+02,2.048939673649796589e+02
4.157992992413540492e+02,2.041473553335393376e+02
4.174217019349765678e+02,2.047603364626454265e+02
4.173559132101715932e+02,2.061242722700615388e+02
4.166255958446791396e+02,2.041125845849333018e+02
4.158340061248165966e+02,2.034658556559223257e+02
4.141595749786349643e+02,2.042153996684848209e+02
4.158698257982915720e+02,2.027835991890406717e+02
4.166608120517947214e+02,2.034299546976781983e+02
4.175289117416792237e+02,2.027089802653730146e+02
4.174920306495342288e+02,2.033935258875457635e+02
4.142639655520900988e+02,2.021752721526890468e+02
4.143009381742307369e+02,2.014936732488527866e+02
4.160243517592152216e+02,2.000465047416649895e+02
4.159840207328829820e+02,2.007320392616313427e+02
4.151207475177976676e+02,2.014554743779148964e+02
4.160243517592152216e+02,2.000465047416649895e+02
4.151207475177976676e+02,2.014554743779148964e+02
4.151991221566117929e+02,2.000875447929262805e+02
4.152820047029771331e+02,1.987161084845324126e+02
4.153251533676329927e+02,1.980290106262972358e+02
4.152820047029771331e+02,1.987161084845324126e+02
4.145023931130077131e+02,1.980728798758497931e+02
4.161084524113279599e+02,1.986727595677892850e+02
4.169392973110268485e+02,1.986287720849689151e+02
4.169837270979081723e+02,1.979393263419640903e+02
4.161971846371963011e+02,1.972952714368631462e+02
4.153694497478883250e+02,1.973409579572152097e+02
4.177746274766058718e+02,1.985841345724009557e+02
4.177746274766058718e+02,1.985841345724009557e+02
4.169837270979081723e+02,1.979393263419640903e+02
4.177307331358754823e+02,1.992738306347029038e+02
4.161971846371963011e+02,1.972952714368631462e+02
4.186145332119507998e+02,1.985388352600766950e+02
4.204039703431131443e+02,1.970564800520277799e+02
4.203084441774676066e+02,1.984462025703415406e+02
4.194138976125665863e+02,1.991849997150227978e+02
4.202179148416041699e+02,1.998320293898006810e+02
4.227018296781383242e+02,2.010852677133527493e+02
4.251869216402726011e+02,2.030402584197966860e+02
4.251065212750470437e+02,2.044292942571796630e+02
4.251065212750470437e+02,2.044292942571796630e+02
4.277212093752361852e+02,2.050060013767755152e+02
4.285775303324601282e+02,2.056639005134833269e+02
4.294027608216532599e+02,2.070211219357470895e+02
4.312583128212747283e+02,2.062456232606234892e+02
4.331015872256879788e+02,2.061655696504565185e+02
4.320299217077296134e+02,2.090104618472498998e+02
4.329524124750976739e+02,2.089759849166632932e+02
4.328264245978717781e+02,2.117761254669023572e+02
4.328557684070972300e+02,2.110769572405553447e+02
4.327985074129777558e+02,2.124747609672674002e+02
4.346306701310633116e+02,2.131199391532583718e+02
4.345803702841202494e+02,2.145205902302053573e+02
4.345803702841202494e+02,2.145205902302053573e+02
4.344799946509821211e+02,2.180150857393720116e+02
4.391744018427899050e+02,2.207485684491488769e+02
4.381906671486786990e+02,2.221658592051210803e+02
4.401011906961218756e+02,2.256760131498088811e+02
4.401055908301486284e+02,2.277920771088397203e+02
4.372128488933208814e+02,2.270800377503858556e+02
4.372421885994519357e+02,2.305847548657377786e+02
4.353990214655452746e+02,2.333604489594048630e+02
4.344950638612191369e+02,2.347413141242290919e+02
4.345775566740705926e+02,2.375374370717798627e+02
4.374386739767452354e+02,2.383150286109123215e+02
4.374656307989629909e+02,2.390200608837941729e+02
4.383724673277544639e+02,2.376355976177113973e+02
4.355405766023187653e+02,2.382629197298780355e+02
4.355666890676980074e+02,2.389649059775943556e+02
4.355405766023187653e+02,2.382629197298780355e+02
4.364611238694819235e+02,2.375857369682275646e+02
4.374386739767452354e+02,2.383150286109123215e+02
4.355405766023187653e+02,2.382629197298780355e+02
4.355159447602557066e+02,2.375613959691017385e+02
4.336696797700178081e+02,2.382124347266744735e+02
4.336458117096976252e+02,2.375138524566758065e+02
4.346018026880319667e+02,2.382374784264032428e+02
4.336949822080881631e+02,2.389114705969983277e+02
4.346018026880319667e+02,2.382374784264032428e+02
4.346546710272740484e+02,2.396389622254770018e+02
4.346275059629059569e+02,2.389379777771005422e+02
4.346275059629059569e+02,2.389379777771005422e+02
4.336458117096976252e+02,2.375138524566758065e+02
4.336949822080881631e+02,2.389114705969983277e+02
4.327689734442977283e+02,2.388853758692505380e+02
4.327205659390876917e+02,2.374906345115666397e+02
4.318016792930704355e+02,2.374677758264915610e+02
4.327689734442977283e+02,2.388853758692505380e+02
4.308890154492277134e+02,2.374452691886763205e+02
4.309359426897528920e+02,2.388343906305680377e+02
4.309359426897528920e+02,2.388343906305680377e+02
4.319025763078797127e+02,2.402534804488064992e+02
4.319025763078797127e+02,2.402534804488064992e+02
4.291781625310089225e+02,2.401704661553086737e+02
4.301081119565071731e+02,2.408925847879008586e+02
4.309883607244405539e+02,2.402253803494205897e+02
4.291781625310089225e+02,2.401704661553086737e+02
4.300802661251968857e+02,2.401977117712988843e+02
4.291273342158742707e+02,2.387849579649981990e+02
4.292343486185509391e+02,2.415580150801437185e+02
4.283372559002988851e+02,2.415284880230287001e+02
4.283372559002988851e+02,2.415284880230287001e+02
4.292644627175945971e+02,2.422526199344073348e+02
4.339496265555153514e+02,2.445233392061147697e+02
4.292959310115417111e+02,2.429478134260164381e+02
4.292343486185509391e+02,2.415580150801437185e+02
4.293287589249824237e+02,2.436436220473047172e+02
4.301998605851829325e+02,2.429805560691775099e+02
4.293629521303724346e+02,2.443400724685618286e+02
4.284302300792092524e+02,2.436100123311837535e+02
4.275056487598009198e+02,2.428838161975896810e+02
4.283979017848773765e+02,2.429155700626529892e+02
4.275056487598009198e+02,2.428838161975896810e+02
4.274751284656385906e+02,2.421913234099370982e+02
4.311789417309704504e+02,2.444116740037553939e+02
4.293287589249824237e+02,2.436436220473047172e+02
4.267170408172927978e+02,2.449297593477714940e+02
4.276051404645761522e+02,2.449650243367162545e+02
4.266830705247151059e+02,2.442367114920607207e+02
4.249574257367790437e+02,2.448608141722028222e+02
4.249574257367790437e+02,2.448608141722028222e+02
4.286945087749475078e+02,2.484904200263180201e+02
4.249916588413551608e+02,2.455519162358302196e+02
4.267523258031279738e+02,2.456234843880082508e+02
4.258692616736987588e+02,2.455874294987912094e+02
4.258692616736987588e+02,2.455874294987912094e+02
4.240856825067198201e+02,2.448271138451344768e+02
4.240856825067198201e+02,2.448271138451344768e+02
4.241194046394473389e+02,2.455169342743739662e+02
4.249916588413551608e+02,2.455519162358302196e+02
4.241543880456278544e+02,2.462074402766485264e+02
4.224960563648006655e+02,2.475146161899724575e+02
4.232868523199769584e+02,2.461717115341345732e+02
4.251020667441072760e+02,2.476294763976861759e+02
4.234372454946511084e+02,2.489359792933399831e+02
4.251020667441072760e+02,2.476294763976861759e+02
4.251020667441072760e+02,2.476294763976861759e+02
4.233595283091854071e+02,2.475523300252452259e+02
4.243070559538593898e+02,2.489768427056110056e+02
4.234372454946511084e+02,2.489359792933399831e+02
4.243484389440531572e+02,2.496711704461721979e+02
4.252675045887829697e+02,2.504104751141922804e+02
4.253121655448604201e+02,2.511078551511177466e+02
4.235633898656005272e+02,2.510176004341188616e+02
4.244804188404871752e+02,2.517593311229954622e+02
4.263388655489397934e+02,2.532558338423178270e+02
4.236080181225471506e+02,2.517132214644589681e+02
4.253581622104974258e+02,2.518061426117128576e+02
4.237011905520833466e+02,2.531072496018951483e+02
4.245750077305314107e+02,2.531560292032971233e+02
4.246243071657872861e+02,2.538558398655571011e+02
4.263896865915434660e+02,2.539584036353445526e+02
4.247269591554210137e+02,2.552585278432359814e+02
4.246749546751192952e+02,2.545566630852906371e+02
4.264418986466040451e+02,2.546620040688605968e+02
4.256084706971456626e+02,2.553121845175473084e+02
4.264955109896255863e+02,2.553666646853590123e+02
